customerKey,dateKey,salesPersonKey,Quantity,Price,Margin,Cost,OverHead,returns,Sales,Expenses,net profit,net margin,City,State,Country,Marital Status,Gender,Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Age,Purchased Bike,Product,Product Sub Category,Product Category,Color,Size,Weight,Class,Style,Promotion,Promotion Category,Promotion Type,Manufacturer,Manufacturer Grouping,Market
55859,2009-10-21,293,1,85.68,0.46,46.2672,7.88256,0.0,85.68,46.2672,31.53024,36.8,Georgetown,South Carolina,United States,Single,Female,40000,0,Partial High School,Clerical,Yes,2,5-10 Miles,26,No,LL Road Frame,Road Frames,Components,Red,44,2.32,L ,U ,Road-650 Overstock,Reseller,Excess Inventory,Ribuck,New Comers,Stable
37212,2009-05-08,292,1,79.79,0.39,48.6719,9.33543,0.0,79.79,48.6719,21.78267,27.3,West Des Moines,Iowa,United States,Single,Female,60000,1,Graduate Degree,Professional,Yes,0,2-5 Miles,36,Yes,Front Brakes,Brakes,Components,Silver,0,317.0,N,U,LL Road Frame Sale,Reseller,Excess Inventory,Poomah,New Comers,Growing
73101,2010-05-27,292,1,196.4248,0.22,153.211344,4.3213456,0.0,196.4248,153.211344,38.8921104,19.8,Vallejo,California,United States,Married,Female,120000,1,Bachelors,Management,Yes,2,0-1 Miles,46,Yes,ML Touring Seat/Saddle,Saddles,Components,Unknown,0,0.0,M ,U,Volume Discount 11 to 14,Reseller,Volume Discount,Poomah,New Comers,Growing
221621,2009-10-28,289,1,19.76,0.4,11.856,0.7904,0.0,19.76,11.856,7.1136,36.0,Croydon,Pennsylvania,United States,Single,Male,70000,5,Bachelors,Management,Yes,3,10+ Miles,60,Yes,Cable Lock,Locks,Accessories,Unknown,0,0.0,N,U,LL Road Frame Sale,Reseller,Excess Inventory,Old Balance,Incumbents,Shrinking
101704,2010-07-17,289,1,60.3432,0.45,33.18876,2.715444,0.0,60.3432,33.18876,24.438996,40.5,Shelby,North Carolina,United States,Married,Male,60000,1,Partial College,Skilled Manual,Yes,1,2-5 Miles,44,No,Touring Tire,Tires and Tubes,Accessories,Unknown,0,0.0,N,U,Volume Discount 25 to 40,Reseller,Volume Discount,Adihash,Incumbents,Stable
400620,2010-03-05,285,1,138.0468,0.46,74.545272,49.0504584,2.0,138.0468,74.545272,14.4510696,10.5,Sooke,British Columbia,Canada,Single,Female,30000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,26,No,LL Touring Frame,Touring Frames,Components,Yellow,58,3.16,L ,U ,Volume Discount 11 to 14,Reseller,Volume Discount,Acme,New Comers,Stable
230675,2010-12-04,296,1,304.8372,0.304,212.1666912,9.26705088,0.0,304.8372,212.1666912,83.40345792,27.4,Pittsburgh,Pennsylvania,United States,Single,Male,60000,3,Bachelors,Professional,No,0,0-1 Miles,47,Yes,HL Road Frame,Road Frames,Components,Red,44,2.12,H ,U ,Touring-3000 Promotion,Reseller,New Product,Princess,New Comers,Growing
195316,2008-08-22,287,1,32.0,0.49,16.32,4.704,0.0,32.0,16.32,10.976,34.3,Atlanta,Georgia,United States,Married,Male,60000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,33,Yes,Sport-100,Helmets,Accessories,Black,0,0.0,N,U,Volume Discount 25 to 40,Reseller,Volume Discount,Woolson,New Comers,Stable
284931,2009-11-27,295,1,19.76,0.4,11.856,2.3712,0.0,19.76,11.856,5.5328,28.0,Rutland,Vermont,United States,Single,Male,70000,4,Partial College,Professional,Yes,1,10+ Miles,56,No,Cable Lock,Locks,Accessories,Unknown,0,0.0,N,U,Volume Discount 41 to 60,Reseller,Volume Discount,Adihash,Incumbents,Stable
260051,2008-03-01,283,1,64.0,0.44,35.84,8.448,0.0,64.0,35.84,19.712,30.8,Valdosta,Georgia,United States,Single,Male,40000,0,Graduate Degree,Clerical,No,0,0-1 Miles,38,Yes,Mountain Tire Tube,Tires and Tubes,Accessories,Unknown,0,0.0,N,U,Volume Discount 25 to 40,Reseller,Volume Discount,Princess,New Comers,Growing
400891,2010-10-26,286,1,1928.16,0.18,1581.0912,69.41376,0.0,1928.16,1581.0912,277.65504,14.4,Port Macquarie,New South Wales,Australia,Married,Male,50000,2,Graduate Degree,Management,Yes,2,5-10 Miles,71,No,Mountain-400-W,Mountain Bikes,Bikes,Silver,42,27.13,M ,W ,Mountain-500 Silver Clearance Sale,Reseller,Discontinued Product,Esics,Incumbents,Stable
186564,2010-05-24,282,1,280.5102,0.49,143.060202,27.4899996,0.0,280.5102,143.060202,109.9599984,39.2,Maumee,Ohio,United States,Married,Male,60000,3,High School,Professional,No,2,2-5 Miles,53,No,HL Mountain Frame,Mountain Frames,Components,Silver,46,2.84,H ,U ,Touring-3000 Promotion,Reseller,New Product,Slicenger,New Comers,Stable
92215,2010-12-24,294,1,275.2048,0.028,267.4990656,2.31172032,0.0,275.2048,267.4990656,5.39401408,2.0,Stone Mountain,Georgia,United States,Single,Male,130000,1,Bachelors,Management,No,4,0-1 Miles,44,No,HL Mountain Frame,Mountain Frames,Components,Silver,46,2.84,H ,U ,Mountain-500 Silver Clearance Sale,Reseller,Discontinued Product,Poomah,New Comers,Growing
400194,2008-03-04,283,1,1500.0,0.35,975.0,105.0,0.0,1500.0,975.0,420.0,28.0,Bendigo,Victoria,Australia,Single,Female,80000,2,Partial High School,Skilled Manual,No,2,1-2 Miles,50,No,Mountain-500,Mountain Bikes,Bikes,Black,44,28.13,L ,U ,Volume Discount 11 to 14,Reseller,Volume Discount,Adihash,Incumbents,Stable
114877,2010-06-04,295,1,1464.042,0.2,1171.2336,162.84252,1.0,1464.042,1171.2336,129.96588,8.9,El Paso,Texas,United States,Married,Female,40000,4,High School,Professional,Yes,2,10+ Miles,61,No,Road-250,Road Bikes,Bikes,Black,44,14.77,H ,U ,Volume Discount 25 to 40,Reseller,Volume Discount,Princess,New Comers,Growing
120035,2009-12-21,286,1,298.86,0.18,245.0652,10.75896,0.0,298.86,245.0652,43.03584,14.4,Burley,Idaho,United States,Single,Female,90000,1,Graduate Degree,Management,Yes,0,0-1 Miles,36,Yes,HL Road Frame,Road Frames,Components,Red,44,2.12,H ,U ,Mountain-100 Clearance Sale,Reseller,Discontinued Product,Poomah,New Comers,Growing
84801,2010-11-10,281,1,106.0488,0.29,75.294648,18.0754152,1.0,106.0488,75.294648,12.6787368,12.0,Chicago,Illinois,United States,Married,Male,70000,4,Bachelors,Management,Yes,1,1-2 Miles,58,No,Long-Sleeve Logo Jersey,Jerseys,Clothing,Multi,M,0.0,N,U ,Touring-3000 Promotion,Reseller,New Product,Old Balance,Incumbents,Shrinking
182799,2009-12-30,283,1,323.44,0.31,223.1736,20.05328,0.0,323.44,223.1736,80.21312,24.8,Springboro,Ohio,United States,Married,Male,70000,2,High School,Skilled Manual,No,2,1-2 Miles,50,Yes,HL Crankset,Cranksets,Components,Black,0,575.0,H ,U,Mountain-100 Clearance Sale,Reseller,Discontinued Product,Adihash,Incumbents,Stable
28033,2010-05-14,294,1,230.0814,0.39,140.349654,32.9463492,1.0,230.0814,140.349654,56.7853968,24.7,Portsmouth,Virginia,United States,Married,Male,60000,1,Partial College,Skilled Manual,Yes,1,2-5 Miles,45,Yes,HL Road Handlebars,Handlebars,Components,Unknown,0,0.0,H ,U,Sport Helmet Discount-2002,Reseller,Seasonal Discount,Old Balance,Incumbents,Shrinking
270420,2010-05-18,296,1,349.2378,0.22,272.405484,23.0496948,0.0,349.2378,272.405484,53.7826212,15.4,Philadelphia,Pennsylvania,United States,Single,Male,90000,2,Partial College,Professional,Yes,1,2-5 Miles,48,Yes,ML Mountain Frame-W,Mountain Frames,Components,Silver,46,2.85,M ,W ,Volume Discount 25 to 40,Reseller,Volume Discount,Princess,New Comers,Growing
202675,2009-01-14,282,1,1854.0,0.15,1575.9,83.43,0.0,1854.0,1575.9,194.67,10.5,Tarpon Springs,Florida,United States,Married,Male,60000,4,Bachelors,Professional,Yes,2,2-5 Miles,43,Yes,Mountain-500,Mountain Bikes,Bikes,Black,40,27.35,L ,U ,Half-Price Pedal Sale,Customer,Seasonal Discount,Princess,New Comers,Growing
63663,2010-03-08,282,1,353.3586,0.24,268.552536,8.4806064,0.0,353.3586,268.552536,76.3254576,21.6,Greenville,South Carolina,United States,Married,Female,40000,1,Partial College,Clerical,Yes,1,1-2 Miles,51,Yes,LL Touring Seat/Saddle,Saddles,Components,Unknown,0,0.0,L ,U,Mountain-500 Silver Clearance Sale,Reseller,Discontinued Product,Slicenger,New Comers,Stable
301643,2010-03-17,286,1,67.2384,0.31,46.394496,2.0843904,0.0,67.2384,46.394496,18.7595136,27.9,Garden City,Kansas,United States,Married,Male,70000,5,Partial College,Skilled Manual,Yes,2,0-1 Miles,44,No,LL Road Frame,Road Frames,Components,Red,44,2.32,L ,U ,Sport Helmet Discount-2003,Reseller,Seasonal Discount,Over Armour,New Comers,Shrinking
128827,2010-07-17,286,1,277.1238,0.38,171.816756,21.0614088,0.0,277.1238,171.816756,84.2456352,30.4,Washington,District of Columbia,United States,Single,Male,40000,0,Graduate Degree,Clerical,No,0,0-1 Miles,38,Yes,LL Road Pedal,Pedals,Components,Silver/Black,0,189.0,L ,U,No Discount,No Discount,No Discount,Adihash,Incumbents,Stable
338569,2008-02-12,282,1,4884.0,0.3,3418.8,368.04,1.0,4884.0,3418.8,1097.16,22.5,Peoria,Illinois,United States,Single,Male,120000,2,Bachelors,Management,No,3,0-1 Miles,39,Yes,Touring-3000,Touring Bikes,Bikes,Yellow,44,28.77,L ,U ,Mountain-100 Clearance Sale,Reseller,Discontinued Product,Princess,New Comers,Growing
122478,2009-08-14,296,2,33.0,1.0,23.1,2.277,0.0,66.0,46.2,17.523,26.6,River Grove,Illinois,United States,Married,Male,70000,5,Partial College,Professional,Yes,2,1-2 Miles,57,Yes,Flat Washer,Other,Accessories,Unknown,3,0.0,N,U,Volume Discount 25 to 40,Reseller,Volume Discount,Nuke,Incumbents,Growing
400416,2010-10-30,282,1,80.3556,0.24,61.070256,1.9285344,0.0,80.3556,61.070256,17.3568096,21.6,London,England,United Kingdom,Married,Male,40000,1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,32,Yes,LL Mountain Frame,Mountain Frames,Components,Silver,52,3.04,L ,U ,Mountain-100 Clearance Sale,Reseller,Discontinued Product,Old Balance,Incumbents,Shrinking
247743,2010-07-13,283,5,3465.9294,0.18,2842.062108,62.3867292,0.0,17329.647,14210.31054,3056.949731,17.6,San Mateo,California,United States,Married,Male,40000,0,Partial College,Skilled Manual,No,2,1-2 Miles,30,No,Touring-1000,Touring Bikes,Bikes,Yellow,54,25.68,H ,U ,Sport Helmet Discount-2002,Reseller,Seasonal Discount,Ribuck,New Comers,Stable
267191,2009-06-27,281,1,102.0,0.35,66.3,10.71,0.0,102.0,66.3,24.99,24.5,Chester,Virginia,United States,Married,Male,20000,1,Graduate Degree,Clerical,Yes,0,0-1 Miles,43,No,LL Fork,Forks,Components,Unknown,0,0.0,L ,U,LL Road Frame Sale,Reseller,Excess Inventory,Slicenger,New Comers,Stable
156887,2008-01-12,293,1,1585.0,0.28,1141.2,208.14,1.0,1585.0,1141.2,235.66,14.9,Newport News,Virginia,United States,Single,Female,130000,1,Bachelors,Management,No,1,2-5 Miles,45,No,Road-650,Road Bikes,Bikes,Red,60,19.9,L ,U ,Road-650 Overstock,Reseller,Excess Inventory,Princess,New Comers,Growing
33841,2009-06-20,290,1,44.88,0.3,31.416,2.6928,0.0,44.88,31.416,10.7712,24.0,Medford,Oregon,United States,Single,Female,10000,4,Partial High School,Manual,Yes,2,0-1 Miles,41,Yes,Sport-100,Helmets,Accessories,Red,0,0.0,N,U,Sport Helmet Discount-2002,Reseller,Seasonal Discount,Adihash,Incumbents,Stable
400401,2008-05-23,283,1,1377.0,0.21,1087.83,28.917,0.0,1377.0,1087.83,260.253,18.9,Sooke,British Columbia,Canada,Single,Female,30000,0,Partial High School,Clerical,Yes,2,5-10 Miles,27,No,Road-350-W,Road Bikes,Bikes,Yellow,44,16.13,M ,W ,Road-650 Overstock,Reseller,Excess Inventory,Over Armour,New Comers,Shrinking
92289,2010-02-19,286,1,277.1238,0.38,171.816756,51.0614088,2.0,277.1238,171.816756,54.2456352,19.6,Fenton,Missouri,United States,Single,Female,70000,1,Graduate Degree,Professional,Yes,0,2-5 Miles,34,Yes,LL Road Pedal,Pedals,Components,Silver/Black,0,189.0,L ,U,No Discount,No Discount,No Discount,Nuke,Incumbents,Growing
100152,2009-01-06,289,2,48.0,1.0,33.6,4.656,0.0,96.0,67.2,24.144,25.2,Tacoma,Washington,United States,Married,Male,50000,1,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,34,No,Spindle/Axle,Other,Accessories,Unknown,0,0.0,H,U,Mountain Tire Sale,Customer,Excess Inventory,Over Armour,New Comers,Shrinking
129652,2010-05-18,292,1,308.8764,0.24,234.746064,14.8260672,0.0,308.8764,234.746064,59.3042688,19.2,San Antonio,Texas,United States,Married,Male,30000,1,High School,Clerical,Yes,1,2-5 Miles,52,Yes,LL Road Frame,Road Frames,Components,Black,52,2.4,L ,U ,Volume Discount over 60,Reseller,Volume Discount,Slicenger,New Comers,Stable
306875,2009-03-05,290,1,189.72,0.15,161.262,8.5374,0.0,189.72,161.262,19.9206,10.5,Denver,Colorado,United States,Single,Female,10000,5,Partial High School,Manual,No,2,0-1 Miles,41,No,LL Road Frame,Road Frames,Components,Red,58,2.46,L ,U ,No Discount,No Discount,No Discount,Acme,New Comers,Stable
173192,2009-09-10,284,5,1965.54,0.33,1316.9118,129.72564,0.0,9827.7,6584.559,3113.41536,31.7,Fort Wayne,Indiana,United States,Single,Male,30000,0,Partial College,Clerical,No,1,2-5 Miles,31,Yes,Touring-3000,Touring Bikes,Bikes,Blue,58,29.9,L ,U ,LL Road Frame Sale,Reseller,Excess Inventory,Woolson,New Comers,Stable
243396,2008-08-13,290,1,89.0,0.16,74.76,2.848,0.0,89.0,74.76,11.392,12.8,Bakersfield,California,United States,Single,Male,60000,4,Bachelors,Professional,Yes,3,10+ Miles,41,No,Half-Finger Gloves,Gloves,Clothing,Black,M,0.0,N,U ,Mountain Tire Sale,Customer,Excess Inventory,Old Balance,Incumbents,Shrinking
225397,2008-11-26,281,1,1500.0,0.35,975.0,105.0,0.0,1500.0,975.0,420.0,28.0,Ocala,Florida,United States,Single,Male,70000,3,High School,Professional,Yes,0,5-10 Miles,52,Yes,Mountain-500,Mountain Bikes,Bikes,Black,44,28.13,L ,U ,Road-650 Overstock,Reseller,Excess Inventory,Acme,New Comers,Stable
41277,2008-10-05,290,1,93.0,0.55,41.85,10.23,0.0,93.0,41.85,40.92,44.0,Asheville,North Carolina,United States,Single,Female,70000,0,Bachelors,Professional,No,1,5-10 Miles,42,No,Long-Sleeve Logo Jersey,Jerseys,Clothing,Multi,XL,0.0,N,U ,Mountain Tire Sale,Customer,Excess Inventory,Adihash,Incumbents,Stable
400257,2008-01-03,283,1,72.0,0.31,49.68,6.696,0.0,72.0,49.68,15.624,21.7,Watford,England,United Kingdom,Single,Female,120000,3,High School,Professional,Yes,4,5-10 Miles,50,Yes,Long-Sleeve Logo Jersey,Jerseys,Clothing,Multi,L,0.0,N,U ,Volume Discount over 60,Reseller,Volume Discount,Adihash,Incumbents,Stable
191179,2008-09-13,294,1,1377.0,0.21,1087.83,57.834,0.0,1377.0,1087.83,231.336,16.8,Providence,Rhode Island,United States,Single,Male,30000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,32,No,Road-350-W,Road Bikes,Bikes,Yellow,44,16.13,M ,W ,Volume Discount 41 to 60,Reseller,Volume Discount,Princess,New Comers,Growing
12300,2010-07-23,291,3,141.2410533,1.0,90.86866838,13.19297763,0.0,423.7231599,272.6060051,137.9241771,32.6,Akron,Ohio,United States,Married,Female,40000,1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,41,No,LL Mountain Seat/Saddle,Saddles,Components,Unknown,0,0.0,L ,U,No Discount,No Discount,No Discount,Poomah,New Comers,Growing
72291,2010-05-30,285,1,2060.4,0.17,1710.132,105.0804,0.0,2060.4,1710.132,245.1876,11.9,Warminster,Pennsylvania,United States,Single,Male,10000,1,Graduate Degree,Manual,Yes,0,0-1 Miles,44,No,Mountain-100,Mountain Bikes,Bikes,Black,42,20.77,H ,U ,Road-650 Overstock,Reseller,Excess Inventory,Over Armour,New Comers,Shrinking
400808,2010-12-27,293,1,45.1672,-0.332,60.1627104,-2.99910208,0.0,45.1672,60.1627104,-11.99640832,-26.6,Warrnambool,Victoria,Australia,Single,Female,60000,2,Bachelors,Skilled Manual,No,0,0-1 Miles,36,Yes,Women's Mountain Shorts,Shorts,Clothing,Black,M,0.0,N,W ,No Discount,No Discount,No Discount,Woolson,New Comers,Stable
141297,2009-11-13,293,1,187.2,0.45,102.96,23.424,1.0,187.2,102.96,60.816,32.5,Portland,Oregon,United States,Single,Male,30000,0,High School,Manual,Yes,1,2-5 Miles,33,Yes,Touring Pedal,Pedals,Components,Silver/Black,0,0.0,N,U,No Discount,No Discount,No Discount,Adihash,Incumbents,Stable
400950,2009-02-24,282,1,63.24,0.49,32.2524,3.09876,0.0,63.24,32.2524,27.88884,44.1,London,England,United Kingdom,Married,Male,60000,2,Bachelors,Professional,Yes,1,2-5 Miles,38,Yes,HL Bottom Bracket,Bottom Brackets,Components,Unknown,0,170.0,H ,U,Volume Discount over 60,Reseller,Volume Discount,Poomah,New Comers,Growing
153489,2009-11-23,294,1,154.53,0.39,94.2633,6.02667,0.0,154.53,94.2633,54.24003,35.1,Highland Falls,New York,United States,Married,Female,40000,1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,43,Yes,HL Road Frame,Road Frames,Components,Black,58,2.24,H ,U ,No Discount,No Discount,No Discount,Poomah,New Comers,Growing
55135,2010-08-27,283,1,63.036,0.2,50.4288,1.26072,0.0,63.036,50.4288,11.34648,18.0,High Point,North Carolina,United States,Single,Male,30000,0,High School,Manual,No,1,1-2 Miles,32,No,Half-Finger Gloves,Gloves,Clothing,Black,S,0.0,N,U ,Mountain-500 Silver Clearance Sale,Reseller,Discontinued Product,Over Armour,New Comers,Shrinking
400458,2010-02-19,288,1,119.6345,0.49,61.013595,20.8620905,1.0,119.6345,61.013595,37.7588145,31.6,Mühlheim,Hamburg,Germany,Married,Male,50000,1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,36,No,Short-Sleeve Classic Jersey,Jerseys,Clothing,Yellow,M,0.0,N,U ,Mountain-100 Clearance Sale,Reseller,Discontinued Product,Old Balance,Incumbents,Shrinking
214454,2009-03-09,290,1,1415.44,0.19,1146.5064,53.78672,0.0,1415.44,1146.5064,215.14688,15.2,High Point,North Carolina,United States,Married,Female,50000,4,Bachelors,Management,Yes,2,10+ Miles,63,No,Road-350-W,Road Bikes,Bikes,Yellow,40,15.35,M ,W ,Volume Discount 11 to 14,Reseller,Volume Discount,Nuke,Incumbents,Growing
43952,2010-09-07,293,1,176.5008,0.172,146.1426624,3.03581376,0.0,176.5008,146.1426624,27.32232384,15.5,Shepherdsville,Kentucky,United States,Married,Male,60000,4,Bachelors,Skilled Manual,Yes,3,5-10 Miles,42,No,ML Road Handlebars,Handlebars,Components,Unknown,0,0.0,M ,U,LL Road Frame Sale,Reseller,Excess Inventory,Ribuck,New Comers,Stable
32970,2009-08-20,292,2,1931.88,0.23,1487.5476,44.43324,0.0,3863.76,2975.0952,844.23156,21.9,Passaic,New Jersey,United States,Single,Male,30000,3,Partial College,Clerical,Yes,0,0-1 Miles,43,No,Touring-3000,Touring Bikes,Bikes,Yellow,62,30.0,L ,U ,Mountain-100 Clearance Sale,Reseller,Discontinued Product,Ribuck,New Comers,Stable
75999,2010-06-24,293,1,219.5856,0.35,142.73064,53.056488,2.0,219.5856,142.73064,23.798472,10.8,Spokane,Washington,United States,Married,Female,70000,4,Partial College,Professional,Yes,1,1-2 Miles,55,No,HL Road Frame,Road Frames,Components,Red,44,2.12,H ,U ,Mountain-500 Silver Clearance Sale,Reseller,Discontinued Product,Old Balance,Incumbents,Shrinking
330313,2010-08-13,293,1,1360.7124,0.196,1094.01277,80.00988912,0.0,1360.7124,1094.01277,186.6897413,13.7,York,Pennsylvania,United States,Single,Male,40000,0,High School,Skilled Manual,No,2,1-2 Miles,30,No,Road-550-W,Road Bikes,Bikes,Yellow,48,18.68,M ,W ,Mountain Tire Sale,Customer,Excess Inventory,Esics,Incumbents,Stable
194543,2010-10-29,295,1,2060.4,0.004,3078.2376,-305.35128,0.0,2060.4,3078.2376,-712.48632,-34.6,El Paso,Texas,United States,Single,Female,10000,4,Partial High School,Manual,Yes,2,0-1 Miles,40,Yes,Mountain-100,Mountain Bikes,Bikes,Black,42,20.77,H ,U ,No Discount,No Discount,No Discount,Woolson,New Comers,Stable
284185,2009-10-18,281,1,93.93,0.55,42.2685,5.16615,0.0,93.93,42.2685,46.49535,49.5,Asbury Park,New Jersey,United States,Single,Male,30000,1,Bachelors,Clerical,Yes,0,0-1 Miles,62,Yes,Long-Sleeve Logo Jersey,Jerseys,Clothing,Multi,XL,0.0,N,U ,LL Road Frame Sale,Reseller,Excess Inventory,Esics,Incumbents,Stable
233543,2010-08-01,295,1,74.9016,0.268,54.8279712,6.02208864,0.0,74.9016,54.8279712,14.05154016,18.8,Savannah,Georgia,United States,Married,Male,30000,1,Bachelors,Clerical,Yes,0,0-1 Miles,38,Yes,ML Road Frame-W,Road Frames,Components,Yellow,44,2.3,M ,W ,Mountain-100 Clearance Sale,Reseller,Discontinued Product,Adihash,Incumbents,Stable
203788,2010-07-20,284,1,1701.648,0.31,1174.13712,158.253264,0.0,1701.648,1174.13712,369.257616,21.7,Louisville,Kentucky,United States,Single,Male,80000,5,High School,Management,Yes,3,10+ Miles,57,No,Road-150,Road Bikes,Bikes,Red,48,14.13,H ,U ,Half-Price Pedal Sale,Customer,Seasonal Discount,Acme,New Comers,Stable
247521,2010-02-17,288,1,277.1238,0.38,171.816756,31.5921132,0.0,277.1238,171.816756,73.7149308,26.6,Louisville,Kentucky,United States,Married,Male,60000,5,Bachelors,Professional,Yes,1,2-5 Miles,47,No,LL Road Pedal,Pedals,Components,Silver/Black,0,189.0,L ,U,Volume Discount 15 to 24,Reseller,Volume Discount,Ribuck,New Comers,Stable
301015,2009-12-15,290,1,309.06,0.31,213.2514,9.58086,0.0,309.06,213.2514,86.22774,27.9,Tallahassee,Florida,United States,Single,Female,40000,0,High School,Skilled Manual,Yes,1,5-10 Miles,31,No,ML Mountain Frame-W,Mountain Frames,Components,Silver,38,2.73,M ,W ,Volume Discount over 60,Reseller,Volume Discount,Nuke,Incumbents,Growing
297932,2009-02-04,290,1,183.6,0.48,95.472,26.4384,0.0,183.6,95.472,61.6896,33.6,Easton,Pennsylvania,United States,Married,Male,120000,4,Partial College,Management,Yes,3,10+ Miles,56,No,LL Mountain Frame,Mountain Frames,Components,Silver,40,2.88,L ,U ,Half-Price Pedal Sale,Customer,Seasonal Discount,Ribuck,New Comers,Stable
29044,2008-01-29,292,1,1600.0,0.22,1248.0,35.2,0.0,1600.0,1248.0,316.8,19.8,Willmar,Minnesota,United States,Married,Male,40000,0,High School,Skilled Manual,No,2,1-2 Miles,30,No,Mountain-400-W,Mountain Bikes,Bikes,Silver,46,27.42,M ,W ,Half-Price Pedal Sale,Customer,Seasonal Discount,Princess,New Comers,Growing
34824,2010-09-22,289,1,1872.54,0.18,1535.4828,101.11716,0.0,1872.54,1535.4828,235.94004,12.6,Santa Barbara,California,United States,Married,Male,60000,2,Bachelors,Management,Yes,0,2-5 Miles,59,No,Mountain-200,Mountain Bikes,Bikes,Silver,46,24.13,H ,U ,Sport Helmet Discount-2002,Reseller,Seasonal Discount,Slicenger,New Comers,Stable
83030,2010-10-11,287,1,103.02,0.28,74.1744,17.88456,1.0,103.02,74.1744,10.96104,10.6,Modesto,California,United States,Married,Female,70000,4,Bachelors,Management,Yes,1,10+ Miles,59,No,LL Fork,Forks,Components,Unknown,0,0.0,L ,U,Volume Discount 41 to 60,Reseller,Volume Discount,Acme,New Comers,Stable
160412,2009-10-21,290,1,1814.97,0.32,1234.1796,174.23712,0.0,1814.97,1234.1796,406.55328,22.4,Pittsburgh,Pennsylvania,United States,Married,Female,10000,2,Partial College,Manual,Yes,0,1-2 Miles,50,No,Road-650,Road Bikes,Bikes,Red,48,19.13,L ,U ,Sport Helmet Discount-2002,Reseller,Seasonal Discount,Woolson,New Comers,Stable
172961,2010-10-22,293,1,60.9348,-0.134,69.1000632,-2.44957896,0.0,60.9348,69.1000632,-5.71568424,-9.4,Anoka,Minnesota,United States,Married,Male,100000,3,Partial High School,Professional,Yes,0,10+ Miles,59,Yes,LL Road Frame,Road Frames,Components,Red,52,2.4,L ,U ,Sport Helmet Discount-2003,Reseller,Seasonal Discount,Woolson,New Comers,Stable
249240,2009-07-21,284,1,1369.9,0.28,986.328,76.7144,0.0,1369.9,986.328,306.8576,22.4,Albuquerque,New Mexico,United States,Single,Female,20000,0,Partial High School,Manual,No,2,1-2 Miles,34,Yes,Road-750,Road Bikes,Bikes,Black,44,19.77,L ,U ,Volume Discount over 60,Reseller,Volume Discount,Poomah,New Comers,Growing
146376,2009-04-30,294,1,255.84,0.47,135.5952,24.04896,0.0,255.84,135.5952,96.19584,37.6,Stockton,California,United States,Single,Male,40000,0,Graduate Degree,Clerical,No,0,0-1 Miles,36,Yes,ML Mountain Pedal,Pedals,Components,Silver/Black,0,215.0,M ,U,Volume Discount 15 to 24,Reseller,Volume Discount,Ribuck,New Comers,Stable
130096,2008-10-03,291,1,10.0,0.45,5.5,0.45,0.0,10.0,5.5,4.05,40.5,Old Bridge,New Jersey,United States,Married,Female,70000,2,Partial College,Professional,Yes,1,10+ Miles,58,No,Hitch Rack - 4-Bike,Bike Racks,Accessories,Unknown,0,0.0,N,U,Sport Helmet Discount-2002,Reseller,Seasonal Discount,Princess,New Comers,Growing
124356,2010-08-12,293,3,243.0499471,1.0,158.544434,19.79840743,0.0,729.1498413,475.6333021,233.7181318,32.1,Ocala,Florida,United States,Single,Male,30000,3,Partial College,Clerical,Yes,0,0-1 Miles,43,No,LL Road Frame,Road Frames,Components,Black,58,2.46,L ,U ,Touring-3000 Promotion,Reseller,New Product,Woolson,New Comers,Stable
153634,2008-11-15,293,2,2744.0,0.27,2003.12,74.088,0.0,5488.0,4006.24,1407.672,25.7,Los Angeles,California,United States,Married,Female,80000,5,Bachelors,Management,Yes,2,5-10 Miles,64,No,Touring-2000,Touring Bikes,Bikes,Blue,50,27.42,M ,U ,No Discount,No Discount,No Discount,Poomah,New Comers,Growing
303809,2010-11-16,290,1,235.5198,0.34,155.443068,23.0076732,1.0,235.5198,155.443068,57.0690588,24.2,Denver,Colorado,United States,Single,Male,90000,4,Bachelors,Management,Yes,1,1-2 Miles,38,Yes,"ML Mountain Frame - Black, 38",Mountain Frames,Components,Black,38,2.73,M ,U ,Mountain Tire Sale,Customer,Excess Inventory,Woolson,New Comers,Stable
228933,2010-04-17,283,1,1592.7096,0.15,1353.80316,23.890644,0.0,1592.7096,1353.80316,215.015796,13.5,Chesapeake,Virginia,United States,Single,Female,80000,4,Graduate Degree,Management,Yes,2,5-10 Miles,65,No,Road-250,Road Bikes,Bikes,Red,58,15.79,H ,U ,Road-650 Overstock,Reseller,Excess Inventory,Acme,New Comers,Stable
227780,2009-09-30,285,1,69.01,0.17,57.2783,2.34634,0.0,69.01,57.2783,9.38536,13.6,Syracuse,New York,United States,Married,Female,80000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,40,Yes,HL Road Frame,Road Frames,Components,Red,62,2.3,H ,U ,Mountain Tire Sale,Customer,Excess Inventory,Woolson,New Comers,Stable
